,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,target
17494,70.0,4,216390.0,6,5.0,2,7,5,4,0,2653.0,0.0,40.0,39,1
17495,21.0,4,230248.0,11,9.0,4,1,1,4,0,0.0,0.0,25.0,39,1
17496,43.0,4,117728.0,11,9.0,2,3,0,4,1,0.0,0.0,44.0,39,1
17497,52.0,4,115851.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,1
17498,59.0,4,193335.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,0
17499,21.0,4,203894.0,8,11.0,4,1,3,4,0,0.0,0.0,40.0,39,1
17500,53.0,6,100109.0,12,14.0,2,4,0,4,1,0.0,1977.0,40.0,39,0
17501,55.0,7,157639.0,15,10.0,2,11,0,4,1,0.0,0.0,40.0,39,0
17502,46.0,5,235320.0,12,14.0,0,12,1,4,1,0.0,0.0,60.0,39,0
17503,36.0,4,127686.0,11,9.0,5,1,4,4,0,0.0,0.0,37.0,39,1
17504,39.0,4,28572.0,11,9.0,4,6,3,4,1,0.0,0.0,48.0,39,1
17505,78.0,0,91534.0,9,13.0,2,0,0,4,1,0.0,0.0,3.0,39,1
17506,30.0,4,184687.0,11,9.0,4,10,3,4,0,0.0,0.0,30.0,39,1
17507,22.0,4,267945.0,15,10.0,4,12,3,4,0,0.0,0.0,16.0,39,1
17508,43.0,4,131899.0,9,13.0,2,4,0,4,1,0.0,0.0,40.0,39,0
17509,36.0,4,192614.0,11,9.0,0,7,1,4,1,0.0,0.0,56.0,39,1
17510,36.0,4,186808.0,9,13.0,2,3,3,4,1,0.0,0.0,40.0,39,0
17511,50.0,4,44116.0,11,9.0,0,3,4,4,0,0.0,0.0,40.0,39,1
17512,27.0,1,46442.0,9,13.0,4,11,1,4,0,0.0,0.0,35.0,39,1
17513,46.0,1,78022.0,11,9.0,2,1,0,4,1,0.0,0.0,40.0,39,0
17514,24.0,4,417668.0,9,13.0,4,10,3,4,1,0.0,0.0,20.0,39,1
17515,41.0,4,223763.0,11,9.0,0,3,1,4,1,0.0,0.0,40.0,39,1
17516,68.0,4,223851.0,11,9.0,2,1,0,4,1,0.0,0.0,24.0,39,1
17517,38.0,2,115634.0,15,10.0,2,4,0,4,1,0.0,0.0,40.0,39,1
17518,47.0,4,114459.0,11,9.0,2,12,0,4,1,0.0,0.0,40.0,39,0
17519,41.0,4,197093.0,15,10.0,4,8,1,2,1,0.0,0.0,20.0,39,1
17520,31.0,6,357145.0,10,16.0,4,10,3,4,0,0.0,0.0,48.0,39,1
17521,29.0,4,59231.0,15,10.0,2,3,0,4,1,0.0,0.0,42.0,39,1
17522,26.0,4,292303.0,11,9.0,4,6,3,4,0,0.0,0.0,40.0,39,1
17523,51.0,4,122288.0,15,10.0,6,7,4,4,0,0.0,0.0,36.0,39,1
17524,26.0,1,52322.0,9,13.0,4,13,1,3,1,0.0,0.0,60.0,39,1
17525,27.0,2,105830.0,9,13.0,4,10,1,4,0,0.0,0.0,60.0,39,1
17526,36.0,4,107125.0,11,9.0,2,13,0,4,1,0.0,0.0,50.0,39,1
17527,28.0,1,281860.0,9,13.0,4,10,1,4,0,0.0,0.0,40.0,39,1
17528,53.0,4,283320.0,9,13.0,0,13,1,4,0,0.0,0.0,40.0,39,1
17529,40.0,7,26598.0,9,13.0,0,10,1,4,1,0.0,0.0,40.0,39,1
17530,38.0,4,220783.0,11,9.0,0,8,1,4,0,0.0,0.0,20.0,39,1
17531,21.0,0,121694.0,5,4.0,4,0,3,4,1,0.0,0.0,40.0,39,1
17532,53.0,4,208302.0,0,6.0,2,8,0,4,1,0.0,0.0,34.0,39,1
17533,34.0,2,172664.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,1
17534,43.0,4,54611.0,11,9.0,0,14,1,4,1,0.0,0.0,60.0,39,1
17535,64.0,4,631947.0,0,6.0,2,1,0,4,1,0.0,0.0,40.0,39,1
17536,21.0,4,394484.0,15,10.0,4,1,3,4,0,0.0,0.0,40.0,39,1
17537,25.0,0,239120.0,9,13.0,4,0,1,4,1,0.0,0.0,13.0,39,1
17538,38.0,1,37683.0,14,15.0,4,10,1,1,0,99999.0,0.0,57.0,2,0
17539,47.0,2,193012.0,12,14.0,0,11,1,2,1,0.0,0.0,50.0,39,0
17540,48.0,4,143098.0,10,16.0,2,10,0,1,1,0.0,1902.0,40.0,3,0
17541,57.0,4,84888.0,11,9.0,2,14,0,4,1,0.0,0.0,50.0,39,1
17542,37.0,4,188503.0,9,13.0,4,1,1,4,0,0.0,0.0,35.0,39,1
17543,37.0,4,337778.0,1,7.0,0,5,1,4,1,0.0,0.0,40.0,39,1
17544,51.0,6,94432.0,11,9.0,2,5,0,4,1,0.0,0.0,55.0,39,0
17545,32.0,4,168906.0,7,12.0,4,1,1,4,0,0.0,0.0,40.0,39,1
17546,49.0,4,116143.0,11,9.0,2,7,0,4,1,0.0,0.0,40.0,39,1
17547,52.0,4,128272.0,11,9.0,2,12,0,4,1,0.0,0.0,14.0,39,1
17548,64.0,1,301383.0,7,12.0,2,4,0,4,1,9386.0,0.0,45.0,39,0
17549,46.0,4,174995.0,11,9.0,0,1,4,4,0,0.0,0.0,45.0,39,1
17550,24.0,7,289909.0,15,10.0,2,10,0,4,1,0.0,0.0,40.0,39,1
17551,39.0,4,154641.0,9,13.0,2,4,0,4,1,0.0,0.0,45.0,39,0
17552,23.0,4,209034.0,11,9.0,2,7,5,4,0,3942.0,0.0,40.0,39,1
17553,30.0,4,203488.0,15,10.0,4,3,1,4,1,0.0,0.0,44.0,39,1
17554,34.0,4,141118.0,12,14.0,0,10,3,4,0,0.0,0.0,60.0,39,0
17555,30.0,4,169589.0,15,10.0,2,1,0,4,1,0.0,0.0,40.0,39,1
17556,25.0,4,137645.0,9,13.0,4,12,1,2,0,0.0,0.0,40.0,39,1
17557,58.0,2,489085.0,9,13.0,2,10,0,2,1,0.0,0.0,40.0,39,1
17558,32.0,4,36302.0,15,10.0,2,1,0,4,1,0.0,0.0,50.0,39,1
17559,37.0,4,253420.0,11,9.0,5,8,4,2,0,0.0,0.0,25.0,39,1
17560,35.0,4,269300.0,11,9.0,5,8,1,2,0,0.0,0.0,40.0,39,1
17561,18.0,4,282609.0,4,3.0,4,6,2,4,1,0.0,0.0,30.0,16,1
17562,46.0,4,346978.0,9,13.0,0,10,4,4,0,0.0,0.0,40.0,39,1
17563,71.0,4,182395.0,9,13.0,4,3,1,4,1,11678.0,0.0,45.0,39,0
17564,44.0,4,205051.0,0,6.0,0,1,4,4,0,0.0,0.0,40.0,39,1
17565,45.0,4,128736.0,0,6.0,0,12,1,4,0,0.0,0.0,40.0,39,1
17566,40.0,4,236110.0,2,8.0,2,10,0,4,1,0.0,0.0,40.0,5,0
17567,38.0,4,312271.0,9,13.0,2,10,0,4,1,0.0,0.0,50.0,39,0
17568,52.0,4,126978.0,11,9.0,2,7,5,1,0,0.0,0.0,40.0,3,1
17569,47.0,4,204692.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,1
17570,49.0,4,195956.0,9,13.0,0,13,4,4,0,0.0,0.0,35.0,39,1
17571,59.0,7,202682.0,11,9.0,2,12,0,4,1,0.0,0.0,40.0,39,1
17572,22.0,4,231912.0,8,11.0,4,1,3,4,0,0.0,0.0,37.0,39,1
17573,44.0,2,24982.0,15,10.0,2,4,0,4,1,0.0,0.0,40.0,39,0
17574,76.0,4,278938.0,9,13.0,6,10,1,4,0,0.0,0.0,20.0,39,1
17575,50.0,2,36489.0,0,6.0,4,8,1,4,1,0.0,0.0,40.0,39,1
17576,33.0,2,154874.0,15,10.0,2,11,0,4,1,0.0,0.0,40.0,39,1
17577,43.0,4,74581.0,11,9.0,2,3,0,4,1,0.0,0.0,48.0,39,0
17578,27.0,4,311446.0,11,9.0,2,1,5,4,0,5178.0,0.0,40.0,39,0
17579,37.0,5,162164.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,1
17580,40.0,4,239708.0,1,7.0,2,14,0,4,1,0.0,0.0,55.0,39,1
17581,49.0,6,162856.0,15,10.0,0,4,1,0,0,0.0,0.0,40.0,39,1
17582,48.0,5,85109.0,15,10.0,4,3,1,4,1,0.0,0.0,45.0,39,1
17583,49.0,4,169042.0,11,9.0,5,10,4,4,0,0.0,625.0,40.0,33,1
17584,22.0,4,436798.0,15,10.0,2,13,0,4,1,0.0,0.0,40.0,39,1
17585,42.0,4,345363.0,11,9.0,0,4,1,4,0,0.0,0.0,40.0,9,1
17586,36.0,4,49837.0,15,10.0,0,10,1,4,0,0.0,0.0,40.0,39,1
17587,57.0,0,296516.0,15,10.0,2,0,0,4,1,0.0,0.0,50.0,39,1
17588,30.0,7,180283.0,11,9.0,4,8,1,2,0,0.0,0.0,40.0,39,1
17589,40.0,2,95639.0,11,9.0,4,3,2,0,1,0.0,0.0,40.0,39,1
17590,42.0,4,33155.0,11,9.0,2,7,0,4,1,0.0,0.0,45.0,39,1
17591,56.0,4,329059.0,11,9.0,2,7,0,4,1,0.0,0.0,40.0,22,0
17592,55.0,4,24694.0,15,10.0,0,10,1,4,0,0.0,0.0,40.0,39,1
17593,25.0,4,443855.0,11,9.0,2,8,0,4,1,0.0,0.0,40.0,26,1
17594,52.0,0,294691.0,11,9.0,2,0,0,4,1,0.0,0.0,40.0,39,1
17595,33.0,4,301867.0,15,10.0,4,1,4,1,0,0.0,0.0,35.0,39,1
17596,55.0,4,226875.0,11,9.0,2,12,0,4,1,4064.0,0.0,40.0,39,1
17597,47.0,4,362835.0,9,13.0,2,12,0,4,1,0.0,0.0,60.0,39,0
17598,23.0,4,180339.0,7,12.0,4,12,3,4,0,0.0,0.0,65.0,39,1
17599,55.0,5,207489.0,9,13.0,0,12,1,4,0,0.0,0.0,50.0,11,1
17600,43.0,4,336643.0,11,9.0,4,4,1,4,0,0.0,0.0,50.0,39,1
17601,31.0,4,143653.0,8,11.0,2,12,0,4,1,0.0,0.0,50.0,39,1
17602,62.0,7,101475.0,7,12.0,6,10,1,4,0,0.0,0.0,40.0,39,1
17603,42.0,2,263871.0,11,9.0,2,1,0,4,1,0.0,0.0,8.0,39,1
17604,38.0,6,77820.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,0
17605,29.0,4,95465.0,11,9.0,4,13,1,4,1,0.0,0.0,42.0,39,1
17606,26.0,4,257910.0,15,10.0,4,8,1,4,1,0.0,0.0,60.0,39,1
17607,26.0,4,244372.0,11,9.0,2,1,5,4,0,0.0,0.0,52.0,39,0
17608,37.0,6,126738.0,11,9.0,2,5,0,4,1,0.0,0.0,72.0,39,1
17609,79.0,5,97082.0,2,8.0,6,12,1,4,1,18481.0,0.0,45.0,39,0
17610,61.0,4,133164.0,5,4.0,4,8,1,4,1,0.0,0.0,48.0,39,1
17611,28.0,6,104617.0,5,4.0,4,8,2,4,0,0.0,0.0,99.0,26,1
17612,60.0,5,105339.0,9,13.0,2,4,0,4,1,7298.0,0.0,60.0,39,0
17613,51.0,5,258735.0,11,9.0,0,11,1,4,1,0.0,0.0,81.0,39,1
17614,34.0,4,182926.0,11,9.0,2,3,0,4,1,0.0,0.0,43.0,39,0
17615,35.0,4,166193.0,11,9.0,0,7,3,4,1,0.0,0.0,40.0,39,1
17616,27.0,2,206125.0,0,6.0,2,3,0,4,1,0.0,0.0,60.0,39,1
17617,44.0,4,346594.0,11,9.0,0,8,4,4,0,0.0,0.0,40.0,39,1
17618,25.0,4,108301.0,11,9.0,5,8,4,4,0,0.0,0.0,20.0,39,1
17619,32.0,4,73498.0,5,4.0,0,8,4,4,0,0.0,0.0,40.0,39,1
17620,36.0,4,129150.0,15,10.0,2,10,0,4,1,0.0,0.0,20.0,39,0
17621,27.0,4,181280.0,12,14.0,4,6,4,4,1,0.0,0.0,30.0,39,1
17622,40.0,4,146908.0,10,16.0,2,10,0,4,1,0.0,0.0,60.0,39,0
17623,43.0,4,183765.0,15,10.0,0,13,1,4,1,0.0,0.0,40.0,0,0
17624,25.0,4,164488.0,9,13.0,4,13,1,4,1,0.0,0.0,40.0,39,1
17625,41.0,4,307468.0,11,9.0,2,14,0,4,1,0.0,0.0,50.0,39,1
17626,30.0,4,93884.0,9,13.0,2,10,0,4,1,0.0,0.0,45.0,39,0
17627,26.0,4,279833.0,9,13.0,4,4,1,4,1,0.0,2258.0,45.0,39,0
17628,52.0,4,137658.0,1,7.0,2,7,0,3,1,0.0,0.0,40.0,6,1
17629,32.0,4,101562.0,9,13.0,4,10,1,4,0,0.0,0.0,45.0,39,1
17630,33.0,4,136331.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,39,1
17631,35.0,4,259846.0,11,9.0,2,3,0,4,1,0.0,0.0,55.0,39,1
17632,48.0,4,98719.0,11,9.0,6,8,1,4,0,0.0,0.0,44.0,39,1
17633,62.0,6,168682.0,5,4.0,2,12,0,4,1,0.0,0.0,5.0,39,1
17634,40.0,6,198953.0,7,12.0,4,10,3,2,0,0.0,0.0,2.0,39,1
17635,41.0,0,29115.0,15,10.0,6,0,1,4,0,0.0,0.0,20.0,39,1
17636,28.0,4,173673.0,4,3.0,4,8,1,4,0,0.0,0.0,40.0,26,1
17637,23.0,4,67958.0,15,10.0,4,8,1,4,0,0.0,0.0,30.0,39,1
17638,50.0,1,98980.0,9,13.0,2,4,0,4,1,7298.0,0.0,40.0,39,0
17639,51.0,7,94174.0,15,10.0,0,1,4,4,0,0.0,0.0,35.0,39,1
17640,63.0,6,122442.0,15,10.0,2,8,0,4,1,0.0,0.0,48.0,39,1
17641,63.0,1,154675.0,11,9.0,6,4,1,4,0,0.0,0.0,40.0,39,1
17642,40.0,4,116632.0,11,9.0,0,12,1,4,1,0.0,0.0,60.0,39,0
17643,20.0,0,238685.0,1,7.0,0,0,1,4,0,0.0,0.0,40.0,39,1
17644,61.0,0,139391.0,15,10.0,2,0,0,4,1,99999.0,0.0,30.0,39,0
17645,40.0,4,169031.0,11,9.0,4,5,1,4,1,0.0,0.0,40.0,39,1
17646,41.0,4,237452.0,9,13.0,2,10,5,4,0,0.0,0.0,15.0,5,0
17647,41.0,4,216968.0,9,13.0,4,6,1,2,1,0.0,0.0,40.0,0,1
17648,27.0,0,216479.0,9,13.0,2,0,5,4,0,0.0,0.0,24.0,39,0
17649,20.0,7,126822.0,15,10.0,4,10,3,4,0,0.0,0.0,15.0,39,1
17650,28.0,4,51461.0,9,13.0,2,1,0,4,1,0.0,1887.0,40.0,39,0
17651,35.0,4,54953.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,1
17652,31.0,4,222654.0,9,13.0,2,4,0,4,1,0.0,0.0,40.0,39,1
17653,34.0,4,37676.0,9,13.0,2,12,0,4,1,0.0,0.0,50.0,39,0
17654,57.0,4,159319.0,12,14.0,2,4,0,4,1,0.0,0.0,50.0,39,0
17655,28.0,4,125321.0,11,9.0,4,7,1,4,0,0.0,0.0,40.0,39,1
17656,38.0,4,209609.0,15,10.0,2,13,0,4,1,0.0,0.0,40.0,39,0
17657,37.0,4,224947.0,8,11.0,4,8,1,4,1,0.0,0.0,40.0,39,1
17658,43.0,7,438427.0,15,10.0,0,1,1,2,0,0.0,0.0,40.0,39,1
17659,26.0,6,384276.0,11,9.0,2,4,0,4,1,0.0,0.0,40.0,39,1
17660,26.0,4,196805.0,15,10.0,2,14,0,2,1,0.0,0.0,65.0,39,1
17661,27.0,4,242097.0,8,11.0,2,14,0,4,1,0.0,0.0,50.0,39,1
17662,33.0,4,184306.0,9,13.0,2,10,0,4,1,0.0,0.0,45.0,39,1
17663,45.0,4,161954.0,9,13.0,4,10,1,4,0,0.0,0.0,40.0,11,1
17664,65.0,4,258561.0,9,13.0,2,8,0,4,1,0.0,0.0,20.0,39,1
17665,57.0,6,95280.0,15,10.0,2,12,0,4,1,99999.0,0.0,45.0,39,0
17666,59.0,4,212783.0,11,9.0,0,8,1,4,0,0.0,0.0,38.0,39,1
17667,18.0,4,205004.0,15,10.0,4,8,3,4,1,0.0,0.0,26.0,39,1
17668,44.0,2,387844.0,2,8.0,2,6,0,4,1,0.0,0.0,40.0,39,1
17669,37.0,4,83880.0,15,10.0,4,3,1,4,1,0.0,0.0,40.0,39,1
17670,27.0,4,161155.0,11,9.0,2,8,0,4,1,0.0,0.0,40.0,39,1
17671,43.0,2,265698.0,9,13.0,2,10,5,4,0,0.0,0.0,45.0,39,0
17672,59.0,5,146477.0,14,15.0,2,10,0,4,1,0.0,0.0,40.0,39,0
17673,19.0,4,97261.0,11,9.0,4,5,1,4,1,0.0,0.0,40.0,39,1
17674,36.0,7,437890.0,11,9.0,4,4,4,2,1,0.0,0.0,90.0,39,1
17675,68.0,6,133736.0,15,10.0,2,12,0,4,1,20051.0,0.0,40.0,39,0
17676,63.0,4,169983.0,1,7.0,6,12,1,4,0,2176.0,0.0,30.0,39,1
17677,37.0,4,126675.0,15,10.0,2,4,0,4,1,0.0,0.0,57.0,39,1
17678,46.0,2,175754.0,12,14.0,0,10,1,4,0,0.0,1876.0,60.0,39,1
17679,31.0,4,121768.0,7,12.0,0,1,4,4,0,0.0,0.0,35.0,31,1
17680,23.0,4,180052.0,11,9.0,4,8,3,4,1,0.0,0.0,40.0,39,1
17681,22.0,4,124454.0,15,10.0,4,12,1,4,1,0.0,0.0,30.0,39,1
17682,49.0,4,190115.0,11,9.0,2,12,0,4,1,0.0,1672.0,44.0,39,1
17683,36.0,4,222584.0,11,9.0,0,1,4,2,0,0.0,0.0,40.0,39,1
17684,38.0,4,22245.0,15,10.0,0,4,1,4,1,0.0,0.0,50.0,39,1
17685,46.0,2,114160.0,12,14.0,2,4,0,4,1,0.0,1902.0,45.0,39,0
17686,24.0,4,228960.0,7,12.0,4,1,3,4,0,0.0,0.0,40.0,39,1
17687,26.0,4,132572.0,9,13.0,4,1,3,2,0,0.0,0.0,40.0,39,1
17688,47.0,4,103020.0,5,4.0,2,7,5,3,0,0.0,0.0,40.0,33,1
17689,40.0,4,187802.0,15,10.0,2,6,0,4,1,0.0,1887.0,40.0,39,0
17690,31.0,2,50649.0,12,14.0,4,10,1,4,0,0.0,0.0,50.0,39,1
17691,42.0,4,137698.0,4,3.0,3,5,1,4,1,0.0,0.0,35.0,26,1
17692,48.0,5,30575.0,8,11.0,2,3,0,4,1,0.0,0.0,70.0,39,0
17693,56.0,4,202220.0,15,10.0,5,13,4,2,0,0.0,0.0,38.0,39,1
17694,50.0,4,50178.0,11,9.0,2,13,0,4,1,0.0,0.0,40.0,39,0
17695,17.0,4,207791.0,0,6.0,4,6,3,4,1,0.0,0.0,20.0,39,1
17696,21.0,4,540712.0,11,9.0,4,8,2,2,1,0.0,1719.0,25.0,39,1
17697,50.0,4,321770.0,11,9.0,0,1,1,4,0,0.0,0.0,40.0,39,1
17698,49.0,4,202053.0,11,9.0,0,12,1,4,0,0.0,0.0,32.0,39,1
17699,34.0,4,143699.0,11,9.0,2,12,5,4,0,0.0,0.0,15.0,39,1
17700,32.0,6,115066.0,11,9.0,2,12,0,4,1,0.0,0.0,60.0,39,0
17701,28.0,4,223751.0,15,10.0,2,1,0,4,1,0.0,0.0,40.0,39,0
17702,62.0,5,354075.0,9,13.0,2,4,0,4,1,0.0,0.0,50.0,39,0
17703,23.0,4,32732.0,9,13.0,4,10,1,4,1,0.0,0.0,15.0,39,1
17704,24.0,7,390867.0,12,14.0,4,10,1,2,0,0.0,0.0,40.0,39,1
17705,31.0,4,101697.0,8,11.0,2,10,5,4,0,0.0,0.0,40.0,39,1
17706,36.0,4,279721.0,11,9.0,2,14,0,4,1,0.0,0.0,40.0,39,1
17707,58.0,4,223400.0,7,12.0,2,9,2,4,0,0.0,0.0,35.0,31,1
17708,46.0,0,206357.0,4,3.0,2,0,5,4,0,0.0,0.0,40.0,26,1
17709,39.0,4,76417.0,12,14.0,2,10,0,4,1,0.0,0.0,40.0,39,0
17710,48.0,0,184682.0,11,9.0,4,0,3,4,0,0.0,0.0,18.0,39,1
17711,21.0,4,78170.0,11,9.0,4,3,1,4,1,0.0,0.0,42.0,39,1
17712,39.0,4,201410.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,39,1
17713,21.0,4,189013.0,15,10.0,4,12,3,4,0,0.0,0.0,35.0,39,1
17714,33.0,4,119913.0,8,11.0,2,10,0,4,1,0.0,0.0,40.0,39,0
17715,37.0,4,549174.0,11,9.0,2,3,0,4,1,0.0,0.0,50.0,39,0
17716,29.0,2,214706.0,11,9.0,4,8,4,4,0,0.0,0.0,40.0,39,1
17717,30.0,0,33811.0,9,13.0,2,0,5,3,0,0.0,0.0,40.0,36,0
17718,43.0,4,234220.0,11,9.0,0,7,3,4,0,0.0,0.0,40.0,5,1
17719,22.0,4,237720.0,11,9.0,4,3,3,4,1,0.0,0.0,40.0,39,1
17720,25.0,4,185942.0,12,14.0,4,10,3,4,0,0.0,0.0,40.0,39,0
17721,69.0,2,286983.0,15,10.0,2,8,0,4,1,0.0,0.0,40.0,39,1
17722,17.0,4,140027.0,1,7.0,4,8,3,4,0,0.0,0.0,25.0,39,1
17723,18.0,0,115258.0,1,7.0,4,0,3,4,1,0.0,0.0,12.0,39,1
17724,54.0,4,155408.0,11,9.0,6,6,4,4,0,0.0,0.0,40.0,39,1
17725,65.0,0,117963.0,11,9.0,2,0,0,4,1,0.0,0.0,45.0,39,1
17726,28.0,4,158737.0,2,8.0,2,7,2,3,1,0.0,0.0,40.0,7,1
17727,27.0,2,199471.0,8,11.0,4,13,3,4,0,0.0,0.0,38.0,39,1
17728,35.0,4,287701.0,7,12.0,0,3,4,4,1,0.0,0.0,45.0,39,0
17729,38.0,4,137707.0,8,11.0,2,13,5,4,0,0.0,0.0,40.0,39,0
17730,33.0,7,108116.0,11,9.0,2,13,0,4,1,0.0,0.0,40.0,39,1
17731,26.0,4,366900.0,11,9.0,4,3,3,4,1,0.0,0.0,40.0,39,1
17732,56.0,5,187355.0,15,10.0,2,12,5,4,0,0.0,0.0,60.0,2,0
17733,38.0,4,33105.0,9,13.0,2,10,0,0,1,0.0,0.0,70.0,39,0
17734,51.0,6,268639.0,15,10.0,2,10,5,4,0,0.0,2057.0,60.0,2,1
17735,26.0,4,358975.0,15,10.0,4,9,1,4,0,0.0,0.0,50.0,18,1
17736,33.0,4,199227.0,9,13.0,2,4,0,4,1,0.0,0.0,55.0,39,0
17737,44.0,4,248249.0,5,4.0,2,6,0,4,1,0.0,0.0,50.0,39,1
17738,36.0,4,460437.0,6,5.0,0,12,1,4,0,0.0,0.0,40.0,39,1
17739,42.0,4,187294.0,15,10.0,0,3,4,4,1,0.0,0.0,40.0,39,1
17740,44.0,4,115932.0,7,12.0,2,10,0,4,1,0.0,0.0,40.0,39,1
17741,44.0,4,181762.0,9,13.0,2,14,0,4,1,15024.0,0.0,55.0,39,0
17742,21.0,4,27049.0,15,10.0,4,12,3,4,0,0.0,0.0,20.0,39,1
17743,41.0,4,806552.0,15,10.0,2,12,0,4,1,0.0,0.0,50.0,39,0
17744,41.0,4,150755.0,10,16.0,2,4,0,4,1,15024.0,0.0,50.0,2,0
17745,62.0,4,69867.0,8,11.0,2,10,0,4,1,7298.0,0.0,50.0,39,0
17746,27.0,4,160786.0,1,7.0,5,3,1,4,1,0.0,0.0,45.0,11,1
17747,38.0,4,219546.0,9,13.0,2,10,0,4,1,0.0,0.0,40.0,39,0
17748,60.0,4,24872.0,15,10.0,5,14,1,0,0,0.0,0.0,30.0,39,1
17749,24.0,4,110371.0,2,8.0,4,7,4,4,1,0.0,0.0,40.0,26,1
17750,24.0,0,376474.0,11,9.0,2,0,0,4,1,0.0,0.0,40.0,39,1
17751,22.0,4,304602.0,11,9.0,4,6,3,4,1,0.0,0.0,40.0,39,1
17752,32.0,0,143699.0,15,10.0,4,0,4,4,0,0.0,0.0,40.0,39,1
17753,22.0,4,238917.0,3,2.0,4,7,1,4,1,0.0,0.0,24.0,26,1
17754,51.0,4,200618.0,9,13.0,2,10,0,4,1,0.0,0.0,40.0,39,1
17755,31.0,4,183043.0,12,14.0,2,4,0,4,1,0.0,1977.0,48.0,39,0
17756,42.0,2,209752.0,14,15.0,2,4,0,4,1,0.0,0.0,55.0,39,0
17757,48.0,0,175653.0,7,12.0,0,0,1,4,0,14084.0,0.0,40.0,39,0
17758,49.0,4,196707.0,11,9.0,2,7,0,4,1,7298.0,0.0,43.0,39,0
17759,37.0,2,98725.0,9,13.0,4,13,3,4,0,0.0,0.0,42.0,39,1
17760,37.0,6,180150.0,14,15.0,2,10,0,4,1,0.0,0.0,45.0,39,0
17761,66.0,4,151227.0,9,13.0,2,8,0,4,1,0.0,0.0,40.0,39,0
17762,18.0,0,118847.0,11,9.0,4,0,3,4,0,0.0,0.0,24.0,39,1
17763,46.0,4,282538.0,8,11.0,5,7,1,2,0,0.0,0.0,40.0,39,1
17764,52.0,4,89534.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,0
17765,23.0,4,291011.0,11,9.0,4,3,1,4,1,0.0,0.0,40.0,39,1
17766,67.0,4,166187.0,11,9.0,6,4,4,4,1,0.0,0.0,38.0,39,0
17767,19.0,4,188669.0,15,10.0,4,12,3,4,0,0.0,0.0,25.0,39,1
17768,37.0,4,178948.0,9,13.0,4,10,1,4,0,0.0,0.0,45.0,39,1
17769,42.0,5,188738.0,11,9.0,2,4,0,4,1,0.0,1977.0,60.0,22,0
17770,39.0,6,160808.0,15,10.0,2,8,0,2,1,0.0,0.0,40.0,39,1
17771,54.0,4,93605.0,11,9.0,2,12,0,4,1,0.0,1848.0,40.0,39,0
17772,46.0,4,318331.0,11,9.0,2,7,0,4,1,0.0,0.0,40.0,39,1
17773,47.0,0,109921.0,11,9.0,5,0,4,2,0,0.0,0.0,32.0,39,1
17774,33.0,4,87605.0,11,9.0,4,8,4,2,0,0.0,0.0,40.0,39,1
17775,69.0,6,89477.0,15,10.0,6,5,1,4,0,0.0,0.0,14.0,39,1
17776,21.0,4,48301.0,15,10.0,4,6,3,4,1,0.0,0.0,40.0,39,1
17777,27.0,4,220748.0,11,9.0,4,6,2,2,1,0.0,0.0,48.0,39,1
17778,39.0,4,387068.0,11,9.0,2,4,0,4,1,0.0,0.0,40.0,39,0
17779,23.0,4,250743.0,15,10.0,0,1,1,2,1,0.0,0.0,40.0,39,1
17780,26.0,4,78258.0,8,11.0,0,10,4,4,0,0.0,0.0,36.0,39,1
17781,42.0,4,31387.0,10,16.0,3,10,4,0,0,0.0,0.0,40.0,39,1
17782,36.0,4,289190.0,11,9.0,0,3,4,4,1,0.0,0.0,40.0,39,1
17783,24.0,4,604537.0,11,9.0,4,14,4,4,1,0.0,0.0,40.0,26,1
17784,35.0,4,328466.0,6,5.0,2,8,0,4,1,0.0,0.0,40.0,26,1
17785,42.0,4,403187.0,11,9.0,0,6,4,2,0,0.0,0.0,40.0,39,1
17786,37.0,4,219546.0,8,11.0,2,3,0,4,1,4386.0,0.0,44.0,39,0
17787,41.0,4,220531.0,10,16.0,2,10,0,4,1,0.0,0.0,50.0,39,0
17788,27.0,4,204648.0,8,11.0,4,7,4,2,0,0.0,0.0,40.0,39,1
17789,42.0,6,201908.0,14,15.0,2,10,0,4,1,99999.0,0.0,50.0,39,0
17790,44.0,0,109912.0,9,13.0,2,0,5,4,0,0.0,0.0,16.0,39,0
17791,18.0,4,365683.0,11,9.0,4,1,3,4,0,0.0,0.0,16.0,39,1
17792,41.0,4,175674.0,9,13.0,2,13,0,4,1,0.0,0.0,40.0,39,0
17793,31.0,4,203488.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,39,1
17794,26.0,4,106406.0,15,10.0,2,3,0,4,1,0.0,0.0,40.0,39,1
17795,67.0,4,172756.0,3,2.0,6,7,1,4,0,2062.0,0.0,34.0,7,1
